Epoch	Time(sec)	Loss_train	AUC_dev	PRC_dev	acc_dev	F1_dev	P_dev	R_dev	AUC_test	PRC_test	acc_test	F1_test	P_test	R_test
1	294.58761523664	540.4818019345403	0.5705860388460772	0.2342623935447607	0.5092111959287532	0.3380010982976386	0.23208898944193063	0.6217171717171717	0.5580030299730665	0.23059324670115006	0.5025954198473283	0.3299053887289181	0.2274102079395085	0.600599101347978
2	588.7849573120475	405.9274617731571	0.5621287122338747	0.23191456950886752	0.4015267175572519	0.34782608695652173	0.2228538942581012	0.7919191919191919	0.5653874085317945	0.23640035668750187	0.398676844783715	0.3524769837790443	0.22581098160370736	0.8027958062905641
3	883.3334166519344	350.5878544859588	0.5817529662462742	0.2431848607080191	0.517557251908397	0.34961580680570803	0.24001507159005275	0.6434343434343435	0.5760589810758167	0.23923668573905366	0.517557251908397	0.3538713195201745	0.243390211888243	0.6480279580629057
4	1176.1147879995406	307.6303489841521	0.5774215063316402	0.2379136518944271	0.5339440203562341	0.3455766757181649	0.2409806657364959	0.6106060606060606	0.565812014527429	0.23471653458968178	0.5194910941475827	0.3347893476116669	0.2332155477031802	0.5931103344982526
5	1471.8727803826332	274.5225442573428	0.5854353606170051	0.2463395922711172	0.4442748091603053	0.35399905347846666	0.2311495673671199	0.7555555555555555	0.5869409258651017	0.24705630763076733	0.44173027989821884	0.35870454811177366	0.23419847328244275	0.7658512231652521
6	1767.9160040430725	247.15426617022604	0.5857195923543916	0.25613340611551233	0.6208651399491094	0.3233424159854677	0.2524822695035461	0.4494949494949495	0.5806910638899743	0.25377079331646446	0.6212722646310432	0.3272464292171398	0.25651927437641725	0.45182226660009983
7	2064.1924958713353	224.7495431182906	0.6098971229181555	0.25952676767302	0.5544020356234096	0.36679201619901647	0.2569922983380624	0.6404040404040404	0.6079507368964452	0.2592836790680625	0.5561323155216285	0.3678794028120018	0.25919117647058826	0.6335496754867699
8	2356.5096677578986	205.99221643293276	0.5845982128486908	0.2414966394668434	0.6061068702290077	0.33459422283356255	0.25364963503649635	0.4914141414141414	0.5840472224417146	0.243819804316049	0.603969465648855	0.3358934971838198	0.2551867219917012	0.491263105341987
9	2649.616158861667	190.0166067541577	0.5984974023214941	0.25563003572349074	0.5670229007633588	0.35875791377750976	0.2556940266437473	0.601010101010101	0.5904920106416698	0.25359952866635677	0.5605089058524173	0.3504813477737665	0.25080731969860065	0.581627558662007
10	2942.61038351804	179.39513005595654	0.5993133373248096	0.2525680851015814	0.5690585241730279	0.34961597542242706	0.25121412803532006	0.5747474747474748	0.602436124641981	0.25939157783185374	0.5642748091603054	0.35361618601842065	0.25346320346320345	0.5846230654018971
