Epoch	Time(sec)	Loss_train	AUC_dev	PRC_dev	acc_dev	F1_dev	P_dev	R_dev	AUC_test	PRC_test	acc_test	F1_test	P_test	R_test
1	1591.9207302816212	542.5206024199724	0.7456484787254638	0.4531827944668034	0.8019297187654185	0.20189971283410646	0.6632801161103048	0.11907243355914539	0.7053079326453308	0.4079250978129358	0.808794340678915	0.20182706607180792	0.6624825662482566	0.11904761904761904
2	3200.2474333047867	499.35241198539734	0.7950454762750089	0.5626628250145017	0.8221040513129763	0.48905684144229256	0.6179864703541583	0.4046378322042731	0.7368971874094201	0.42309831104681095	0.7884879637640593	0.37315233785822016	0.46856060606060607	0.3100250626566416
3	4809.997687771916	445.9494196176529	0.8401412612456938	0.6416441327356452	0.8391535551778959	0.5615660490137477	0.6583742116327961	0.48957790515893695	0.7049427723469219	0.37804496791129094	0.7562725838465062	0.3781327100376574	0.3923470762597683	0.3649122807017544
4	6395.4617239274085	404.27806247770786	0.8651259054253687	0.6889809439415203	0.8492407214516748	0.5947539050987327	0.6845318860244234	0.525794684731631	0.6759198510357253	0.33881309256236275	0.738867117919487	0.3507528786536758	0.3542039355992844	0.3473684210526316
5	8032.140701320022	372.4863484054804	0.8857106371902936	0.7256647445125634	0.8554355572611151	0.6442735734520438	0.6679720279720279	0.6221990620114644	0.6382999695419659	0.30378077188481306	0.6901623492289684	0.3334793080797022	0.29607309486780714	0.38170426065162905
6	9693.101415075362	347.53517216444016	0.895283155465592	0.7473447529693136	0.866619154651609	0.659958071278826	0.7117877600241181	0.6151641479937467	0.6319529585826754	0.2858720706441459	0.688788233497888	0.33074313231914193	0.2935690693607927	0.3786967418546366
7	11364.66238143295	321.28496906906366	0.9026621711930563	0.7623687790916271	0.8735814922427498	0.6627668909037729	0.7553333333333333	0.590411672746222	0.5939651638835899	0.2629899111600047	0.680747111812306	0.28004131757144496	0.2583103959347872	0.3057644110275689
8	13040.495524350554	300.36319783329964	0.9060073919230465	0.7704156503188931	0.8766514993695521	0.6744791666666666	0.758295380611581	0.6073475768629495	0.5734660266478189	0.25273417495212314	0.6616621711028551	0.28083080917351794	0.24704986676817664	0.32531328320802005
9	14714.281669698656	279.08197132498026	0.9106917718816685	0.7794795751139088	0.8761032838111945	0.7008999470619376	0.7122108660570199	0.6899426784783742	0.5806889101545613	0.2507772306465501	0.6350959336352995	0.3085824493731919	0.2507836990595611	0.40100250626566414
10	16390.056694295257	261.67507506906986	0.9079291081192663	0.7729704694625023	0.8699084480017543	0.6936087798579729	0.6874840030714103	0.699843668577384	0.5880786246220955	0.25449434192090314	0.6382513104992621	0.3231765378023233	0.2605958230958231	0.42531328320802003
11	18059.669983465225	243.20941003412008	0.9096391967439763	0.7772046587615795	0.8789540047146538	0.6922219124616672	0.7443045563549161	0.646951537258989	0.5577488887939243	0.2328491133686518	0.6441549188253856	0.2769389865563599	0.2357394366197183	0.3355889724310777
12	19736.739070292562	227.81444783881307	0.9079379632456718	0.777245682876536	0.8749520311386437	0.6901236245075397	0.7209764405336361	0.6618030224075039	0.54704966804264	0.230652883785536	0.6209985240979184	0.2746664069348398	0.22462960012744942	0.3533834586466165
