Epoch	Time(sec)	Loss_train	AUC_dev	PRC_dev	acc_dev	F1_dev	P_dev	R_dev	AUC_test	PRC_test	acc_test	F1_test	P_test	R_test
1	362.437830157578	106.82303076982498	0.7140061464767735	0.7246211228163364	0.652869972666927	0.631273330568229	0.7072490706319703	0.5700374531835206	0.7197830995000807	0.7268094078631312	0.6635911994322214	0.6478454680534919	0.6964856230031949	0.6055555555555555
2	715.174210023135	97.50161424279213	0.7487905615533601	0.7580355818277207	0.6649746192893401	0.6233538191395962	0.7529162248144221	0.5318352059925093	0.7354035639412997	0.7432077247111161	0.6706884315117104	0.6287999999999999	0.7415094339622641	0.5458333333333333
3	1159.465153992176	93.7911790907383	0.7650845293301807	0.7810297518506936	0.6833268254588052	0.731368002649884	0.6555819477434679	0.8269662921348314	0.7512679406547331	0.7640446196380651	0.6579134137686302	0.711377245508982	0.6252631578947369	0.825
4	1533.9150701873004	92.09715330600739	0.7773368525884243	0.7932169053080842	0.7001171417415072	0.7318435754189945	0.6854153041203401	0.7850187265917603	0.7603451056281245	0.7756408660408616	0.6784953867991483	0.7116486314449396	0.6568742655699178	0.7763888888888889
5	1885.0552144423127	88.48918002843857	0.7857292984096145	0.7973486345180748	0.7122217883639204	0.7400352733686066	0.6993333333333334	0.7857677902621722	0.7752439122722142	0.7855499665073694	0.7019162526614621	0.7283311772315654	0.6815980629539952	0.7819444444444444
6	2238.5052267462015	86.94034191966057	0.772427002951042	0.796282587448767	0.6829363529871144	0.7142857142857144	0.6735235567352356	0.7602996254681648	0.7532635865183035	0.7716799486119196	0.6728176011355571	0.7035369774919614	0.6550898203592814	0.7597222222222222
7	2608.0540488287807	85.57886710762978	0.7943453635647122	0.8121305214341612	0.695821944552909	0.6569793042712462	0.7970085470085471	0.5588014981273408	0.7761933559103369	0.7916796631679957	0.6891412349183819	0.640983606557377	0.782	0.5430555555555555
8	2982.607393234968	83.79654183983803	0.8050797025740662	0.8180795112128381	0.7290121046466224	0.7478197674418605	0.726182074805928	0.7707865168539326	0.7918642154491211	0.8027996852129619	0.7182398864442867	0.7389875082182775	0.7016229712858927	0.7805555555555556
9	3356.0547987520695	81.51752361655235	0.8097488253875151	0.8249210447521148	0.7290121046466224	0.7396849212303076	0.7407963936889557	0.7385767790262172	0.7980083857442348	0.8112968627123018	0.7203690560681334	0.7327001356852104	0.7161803713527851	0.75
10	3751.0083581246436	79.95705738663673	0.8137880259789456	0.8317003260951915	0.7321358844201484	0.7461139896373057	0.737381126554499	0.755056179775281	0.7910558780841801	0.8078351137036744	0.7104329311568488	0.7228260869565217	0.7074468085106383	0.7388888888888889
11	4106.439649172127	76.9766862988472	0.8259276230975555	0.8430322421605538	0.7434595860991801	0.759075907590759	0.7435344827586207	0.7752808988764045	0.8088251894855668	0.8263091183827065	0.7295954577714692	0.7458305537024683	0.7175866495507061	0.7763888888888889
12	4461.437501057982	75.8025895357132	0.8308796304782156	0.8478198343889443	0.748145255759469	0.7565118912797283	0.7625570776255708	0.750561797752809	0.8094359780680535	0.8175776666837357	0.730305180979418	0.7393689986282579	0.7303523035230353	0.7486111111111111
13	4825.455718643963	73.54200172424316	0.8350712710254107	0.8537277845682338	0.7454119484576337	0.7641099855282201	0.7389783065080476	0.7910112359550562	0.8233248669569423	0.8336703903294065	0.7338537970191625	0.7544204322200394	0.7137546468401487	0.8
14	5239.501734454185	71.15458065271378	0.8507799182506368	0.8660339702325013	0.7594689574385006	0.7826393789696543	0.7398265510340227	0.8307116104868913	0.8342283502660861	0.8450529286416808	0.7459190915542938	0.7693298969072163	0.7175480769230769	0.8291666666666667
15	5586.501428171992	68.87173363566399	0.8460295348595659	0.862462055989995	0.7727450214759859	0.7773527161438408	0.7943706020328382	0.7610486891385768	0.8264110627318176	0.8367076751137512	0.7466288147622427	0.7522553782095766	0.7517337031900139	0.7527777777777778
16	5943.424196332693	66.17287835478783	0.8385193467382737	0.8412242354485407	0.7645450995704803	0.7745794392523365	0.7731343283582089	0.7760299625468164	0.8252217384292855	0.8331664239999296	0.7452093683463449	0.7491264849755416	0.7538677918424754	0.7444444444444445
17	6294.388107731938	64.282809227705	0.8493642734510085	0.8652520040671372	0.7571261226083561	0.7772206303724927	0.7446808510638298	0.8127340823970037	0.8471415900661183	0.8572453888272025	0.7579843860894251	0.776686313032089	0.734820322180917	0.8236111111111111
18	6651.84873310104	61.14510163664818	0.8520269320771547	0.8661207274813318	0.7676688793440063	0.7757255936675461	0.7807283763277694	0.7707865168539326	0.8455329785518463	0.8557015413706499	0.759403832505323	0.7679671457905545	0.757085020242915	0.7791666666666667
19	7010.436344332993	60.07225354015827	0.8591137098203103	0.8728249692735467	0.7801639984381101	0.7910946196660483	0.7838235294117647	0.798501872659176	0.8455228995323336	0.8550353029622175	0.7608232789212207	0.7709041468388851	0.7549933422103862	0.7875
20	7363.841230344027	56.14813995361328	0.8667906959693531	0.8755764692081542	0.7891448652869972	0.8002958579881657	0.7903579254930606	0.8104868913857678	0.8495988550233833	0.8565174579856882	0.7686302342086586	0.7791327913279132	0.7605820105820106	0.7986111111111112
