Epoch	Time(sec)	Loss_train	AUC_dev	PRC_dev	acc_dev	F1_dev	P_dev	R_dev	AUC_test	PRC_test	acc_test	F1_test	P_test	R_test
1	436.35578606650233	1336.8979468792677	0.5029421219915379	0.5145349308933473	0.492727599209912	0.025526043463263193	0.5068493150684932	0.013092710544939844	0.48211715050855153	0.4918298758240813	0.5081308240453134	0.028158844765342965	0.5416666666666666	0.014455151964418088
2	873.5479509159923	1154.6604156270623	0.5032272845838819	0.5461540380338084	0.5160711079188364	0.1419929958611907	0.707936507936508	0.0789101203113942	0.4860579408170216	0.5203109588242469	0.5256714781655399	0.13466666666666666	0.6688741721854304	0.0748702742772424
3	1306.691538978368	1019.8739583939314	0.5080133204020063	0.5555116002899679	0.5096067516609805	0.09118136439267888	0.7653631284916201	0.04847841472045294	0.48432859842793125	0.5255772191277828	0.5225653206650831	0.0821917808219178	0.785234899328859	0.04336545589325426
4	1738.9087849780917	927.5126292333007	0.587605999083042	0.6126189125834146	0.5372598312084755	0.23870014771048742	0.7227191413237924	0.14295824486907288	0.5710738017483754	0.5840672549563826	0.5461355746391375	0.2256857855361596	0.7098039215686275	0.134173461823573
5	2173.4565068893135	860.8790286667645	0.5487885395211745	0.5785719301657175	0.5329502603699048	0.24586836764279502	0.680577849117175	0.15003538570417552	0.515658512478379	0.5374737418748774	0.530422071989768	0.2145476772616137	0.6114982578397212	0.1300963676797628
6	2609.246811222285	803.3720996826887	0.5575249254423342	0.5955936422624295	0.5343867839827617	0.230335411101217	0.714548802946593	0.1372965322009908	0.5431608331830718	0.5672933135807912	0.5419331262561666	0.21484497337926714	0.692929292929293	0.12713120830244626
7	3041.176574267447	747.8950221352279	0.5496440918000371	0.5692901034585158	0.5293589513377626	0.28368406668488655	0.6230492196878752	0.18365180467091294	0.5385991625428246	0.550722188642882	0.5348072355198246	0.25945317044793487	0.6027027027027027	0.1653076352853966
8	3520.8556341044605	709.7706362009048	0.5580123012730855	0.5796328555110248	0.5374393966600826	0.2784313725490196	0.668010752688172	0.17586694975230008	0.5359477490834051	0.5462974650047874	0.5384615384615384	0.25618374558303886	0.6232091690544412	0.16123054114158636
9	3959.1232668608427	674.650441441685	0.5567876695204856	0.5835150592282747	0.5417489674986533	0.3053892215568862	0.6615566037735849	0.19851380042462846	0.5394797614515924	0.5522097078517387	0.5412022656678238	0.26942100669188246	0.6265223274695535	0.17160859896219421
10	4390.388235766441	637.0525275245309	0.5482023468861998	0.5774374225744454	0.5408511402406178	0.3276360767814883	0.6376663254861822	0.22045293701344656	0.5373617427657458	0.5539215675208349	0.5412022656678238	0.2984073763621123	0.6061293984108967	0.19792438843587842
11	4822.542062558234	607.7664540372789	0.5361307003170136	0.5624335570242662	0.5225354641766924	0.26282228999168283	0.6069142125480154	0.16772823779193205	0.5195203654358583	0.5310696734013447	0.528046775077654	0.24185500440270033	0.5811001410437235	0.15270570793180133
12	5253.7882119864225	585.1920116432011	0.5598097092799299	0.5790830829848931	0.5412102711438319	0.3249669749009247	0.6412930135557873	0.21762208067940553	0.5319610789440292	0.533113433054466	0.5311529325781107	0.2751412429378531	0.5783847980997625	0.18050407709414382
13	5684.9890228919685	562.7040501926094	0.5559448886040489	0.5760054564953145	0.5448015801759741	0.3635450665327642	0.6257562662057045	0.25619249823071477	0.5385982275826605	0.5461009691409205	0.5419331262561666	0.34043672717705864	0.586582048957389	0.23980726464047442
14	6121.24859020859	542.6233527353033	0.5359953754767652	0.5549278454156692	0.5234332914347279	0.27841218053289835	0.6009389671361502	0.18117480537862704	0.5149828701941378	0.5217298823761141	0.5189110177233692	0.2431733256682955	0.5416133162612036	0.15678280207561157
15	6554.829944044352	524.3686068262905	0.5472625552167919	0.5686932642494564	0.5205602442090141	0.21929824561403508	0.6313131313131313	0.1326963906581741	0.5397552407856336	0.5411413189050742	0.5273159144893111	0.2042448477391572	0.6003616636528029	0.12305411415863603
16	7031.034538816661	503.39591293409467	0.5580833822902227	0.5823234340373485	0.5277428622732986	0.2528409090909091	0.6412103746397695	0.15746638358103326	0.5325925109690862	0.5439510615336947	0.530422071989768	0.23283582089552238	0.598159509202454	0.14455151964418086
